v4_0,mmm-yy,Time,uk-only,Geography,sic-unofficial,UnofficialStandardIndustrialClassification
134.4436,Oct-21,Oct-21,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
97.9796,Oct-21,Oct-21,K02000001,United Kingdom,A--T,A-T : Monthly GDP
95.9205,Oct-21,Oct-21,K02000001,United Kingdom,A,A : Agriculture
92.6619,Oct-21,Oct-21,K02000001,United Kingdom,F,F : Construction
98.0658,Oct-21,Oct-21,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
97.0569,Oct-21,Oct-21,K02000001,United Kingdom,P,P : Education
98.4024,Oct-21,Oct-21,K02000001,United Kingdom,S,S : Other Service Activities
97.5172,Oct-21,Oct-21,K02000001,United Kingdom,G--T,G-T : Index of Services
96.4764,Oct-21,Oct-21,K02000001,United Kingdom,O--T,O-T : Government and Other Services
90.6139,Oct-21,Oct-21,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
98.3423,Oct-21,Oct-21,K02000001,United Kingdom,C,C : Manufacturing
130.2553,Oct-21,Oct-21,K02000001,United Kingdom,B,B : Mining and quarrying
86.031,Sep-21,Sep-21,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
98.8562,Sep-21,Sep-21,K02000001,United Kingdom,L,L : Real estate activities
95.3542,Sep-21,Sep-21,K02000001,United Kingdom,O--T,O-T : Government and Other Services
111.7026,Sep-21,Sep-21,K02000001,United Kingdom,I,I : Accommodation and food service activities
89.4756,Sep-21,Sep-21,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
130.7017,Sep-21,Sep-21,K02000001,United Kingdom,B,B : Mining and quarrying
137.9405,Sep-21,Sep-21,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
96.4966,Sep-21,Sep-21,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
97.0802,Sep-21,Sep-21,K02000001,United Kingdom,G--T,G-T : Index of Services
105.1722,Sep-21,Sep-21,K02000001,United Kingdom,B--E,B-E : Production Industries
105.1443,Sep-21,Sep-21,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
91.5602,Sep-21,Sep-21,K02000001,United Kingdom,O,O : Public administration and defence
94.105,Sep-21,Sep-21,K02000001,United Kingdom,T,T : Activities of Households as employers
91.2828,Sep-21,Sep-21,K02000001,United Kingdom,N,N : Administrative and support service activities
97.7723,Sep-21,Sep-21,K02000001,United Kingdom,Q,Q : Human health and social work activities
106.4344,Sep-21,Sep-21,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
107.5355,Sep-21,Sep-21,K02000001,United Kingdom,K,K : Financial and insurance activities
100.4186,Sep-21,Sep-21,K02000001,United Kingdom,C,C : Manufacturing
93.3424,Sep-21,Sep-21,K02000001,United Kingdom,F,F : Construction
97.8385,Sep-21,Sep-21,K02000001,United Kingdom,A--T,A-T : Monthly GDP
97.1409,Sep-21,Sep-21,K02000001,United Kingdom,A,A : Agriculture
97.9999,Sep-21,Sep-21,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
92.0155,Sep-21,Sep-21,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
92.7547,Sep-21,Sep-21,K02000001,United Kingdom,S,S : Other Service Activities
79.9822,Sep-21,Sep-21,K02000001,United Kingdom,H,H : Transportation and storage
97.3196,Sep-21,Sep-21,K02000001,United Kingdom,P,P : Education
89.6989,Sep-21,Sep-21,K02000001,United Kingdom,J,J : Information and communication
76.903,Aug-21,Aug-21,K02000001,United Kingdom,H,H : Transportation and storage
89.8622,Aug-21,Aug-21,K02000001,United Kingdom,J,J : Information and communication
91.6463,Aug-21,Aug-21,K02000001,United Kingdom,O,O : Public administration and defence
88.0231,Aug-21,Aug-21,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
100.6009,Aug-21,Aug-21,K02000001,United Kingdom,C,C : Manufacturing
95.6826,Aug-21,Aug-21,K02000001,United Kingdom,Q,Q : Human health and social work activities
98.1919,Aug-21,Aug-21,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
85.0026,Aug-21,Aug-21,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
97.3376,Aug-21,Aug-21,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
94.1801,Aug-21,Aug-21,K02000001,United Kingdom,O--T,O-T : Government and Other Services
96.2534,Aug-21,Aug-21,K02000001,United Kingdom,G--T,G-T : Index of Services
106.1659,Aug-21,Aug-21,K02000001,United Kingdom,B--E,B-E : Production Industries
107.0322,Aug-21,Aug-21,K02000001,United Kingdom,K,K : Financial and insurance activities
87.1193,Aug-21,Aug-21,K02000001,United Kingdom,S,S : Other Service Activities
146.1059,Aug-21,Aug-21,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
91.0927,Aug-21,Aug-21,K02000001,United Kingdom,T,T : Activities of Households as employers
113.209,Aug-21,Aug-21,K02000001,United Kingdom,I,I : Accommodation and food service activities
104.2359,Aug-21,Aug-21,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
135.9759,Aug-21,Aug-21,K02000001,United Kingdom,B,B : Mining and quarrying
98.2386,Aug-21,Aug-21,K02000001,United Kingdom,A,A : Agriculture
97.2508,Aug-21,Aug-21,K02000001,United Kingdom,A--T,A-T : Monthly GDP
92.7938,Aug-21,Aug-21,K02000001,United Kingdom,F,F : Construction
98.5053,Aug-21,Aug-21,K02000001,United Kingdom,L,L : Real estate activities
91.7235,Aug-21,Aug-21,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
88.988,Aug-21,Aug-21,K02000001,United Kingdom,N,N : Administrative and support service activities
97.6594,Aug-21,Aug-21,K02000001,United Kingdom,P,P : Education
106.0283,Aug-21,Aug-21,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
102.9509,Jul-21,Jul-21,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
93.5194,Jul-21,Jul-21,K02000001,United Kingdom,O--T,O-T : Government and Other Services
99.4247,Jul-21,Jul-21,K02000001,United Kingdom,P,P : Education
97.8547,Jul-21,Jul-21,K02000001,United Kingdom,I,I : Accommodation and food service activities
82.3159,Jul-21,Jul-21,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
80.794,Jul-21,Jul-21,K02000001,United Kingdom,S,S : Other Service Activities
100.3215,Jul-21,Jul-21,K02000001,United Kingdom,C,C : Manufacturing
96.5849,Jul-21,Jul-21,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
89.4399,Jul-21,Jul-21,K02000001,United Kingdom,J,J : Information and communication
74.3368,Jul-21,Jul-21,K02000001,United Kingdom,H,H : Transportation and storage
90.292,Jul-21,Jul-21,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
94.6073,Jul-21,Jul-21,K02000001,United Kingdom,Q,Q : Human health and social work activities
95.1137,Jul-21,Jul-21,K02000001,United Kingdom,G--T,G-T : Index of Services
83.7955,Jul-21,Jul-21,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
106.7794,Jul-21,Jul-21,K02000001,United Kingdom,K,K : Financial and insurance activities
115.2142,Jul-21,Jul-21,K02000001,United Kingdom,B,B : Mining and quarrying
91.5005,Jul-21,Jul-21,K02000001,United Kingdom,O,O : Public administration and defence
105.5045,Jul-21,Jul-21,K02000001,United Kingdom,B--E,B-E : Production Industries
99.0743,Jul-21,Jul-21,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
98.3934,Jul-21,Jul-21,K02000001,United Kingdom,A,A : Agriculture
93.874,Jul-21,Jul-21,K02000001,United Kingdom,F,F : Construction
96.3057,Jul-21,Jul-21,K02000001,United Kingdom,A--T,A-T : Monthly GDP
97.9184,Jul-21,Jul-21,K02000001,United Kingdom,L,L : Real estate activities
104.2657,Jul-21,Jul-21,K02000001,United Kingdom,T,T : Activities of Households as employers
104.4772,Jul-21,Jul-21,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
88.2959,Jul-21,Jul-21,K02000001,United Kingdom,N,N : Administrative and support service activities
152.2237,Jul-21,Jul-21,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
93.5967,Jun-21,Jun-21,K02000001,United Kingdom,O--T,O-T : Government and Other Services
87.1608,Jun-21,Jun-21,K02000001,United Kingdom,N,N : Administrative and support service activities
102.1155,Jun-21,Jun-21,K02000001,United Kingdom,P,P : Education
96.9042,Jun-21,Jun-21,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
106.0557,Jun-21,Jun-21,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
99.5421,Jun-21,Jun-21,K02000001,United Kingdom,I,I : Accommodation and food service activities
104.4475,Jun-21,Jun-21,K02000001,United Kingdom,B,B : Mining and quarrying
107.8154,Jun-21,Jun-21,K02000001,United Kingdom,K,K : Financial and insurance activities
82.4165,Jun-21,Jun-21,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
93.4629,Jun-21,Jun-21,K02000001,United Kingdom,Q,Q : Human health and social work activities
107.1693,Jun-21,Jun-21,K02000001,United Kingdom,B--E,B-E : Production Industries
99.0048,Jun-21,Jun-21,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
78.8153,Jun-21,Jun-21,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
98.5988,Jun-21,Jun-21,K02000001,United Kingdom,L,L : Real estate activities
79.4001,Jun-21,Jun-21,K02000001,United Kingdom,S,S : Other Service Activities
91.5719,Jun-21,Jun-21,K02000001,United Kingdom,O,O : Public administration and defence
169.3483,Jun-21,Jun-21,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
94.2674,Jun-21,Jun-21,K02000001,United Kingdom,F,F : Construction
96.6953,Jun-21,Jun-21,K02000001,United Kingdom,A--T,A-T : Monthly GDP
98.6671,Jun-21,Jun-21,K02000001,United Kingdom,A,A : Agriculture
104.5367,Jun-21,Jun-21,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
122.8401,Jun-21,Jun-21,K02000001,United Kingdom,T,T : Activities of Households as employers
95.3231,Jun-21,Jun-21,K02000001,United Kingdom,G--T,G-T : Index of Services
101.7057,Jun-21,Jun-21,K02000001,United Kingdom,C,C : Manufacturing
71.5829,Jun-21,Jun-21,K02000001,United Kingdom,H,H : Transportation and storage
90.3424,Jun-21,Jun-21,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
88.8493,Jun-21,Jun-21,K02000001,United Kingdom,J,J : Information and communication
90.4642,May-21,May-21,K02000001,United Kingdom,I,I : Accommodation and food service activities
88.2989,May-21,May-21,K02000001,United Kingdom,J,J : Information and communication
84.6831,May-21,May-21,K02000001,United Kingdom,S,S : Other Service Activities
99.9847,May-21,May-21,K02000001,United Kingdom,P,P : Education
92.6701,May-21,May-21,K02000001,United Kingdom,O--T,O-T : Government and Other Services
101.7752,May-21,May-21,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
91.9732,May-21,May-21,K02000001,United Kingdom,Q,Q : Human health and social work activities
94.0037,May-21,May-21,K02000001,United Kingdom,G--T,G-T : Index of Services
97.168,May-21,May-21,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
113.6484,May-21,May-21,K02000001,United Kingdom,B,B : Mining and quarrying
87.9729,May-21,May-21,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
113.1343,May-21,May-21,K02000001,United Kingdom,T,T : Activities of Households as employers
80.6993,May-21,May-21,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
95.9665,May-21,May-21,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
101.4982,May-21,May-21,K02000001,United Kingdom,C,C : Manufacturing
95.7843,May-21,May-21,K02000001,United Kingdom,A--T,A-T : Monthly GDP
95.7519,May-21,May-21,K02000001,United Kingdom,F,F : Construction
98.4733,May-21,May-21,K02000001,United Kingdom,A,A : Agriculture
85.3764,May-21,May-21,K02000001,United Kingdom,N,N : Administrative and support service activities
105.0117,May-21,May-21,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
108.7433,May-21,May-21,K02000001,United Kingdom,K,K : Financial and insurance activities
97.9303,May-21,May-21,K02000001,United Kingdom,L,L : Real estate activities
91.0893,May-21,May-21,K02000001,United Kingdom,O,O : Public administration and defence
107.901,May-21,May-21,K02000001,United Kingdom,B--E,B-E : Production Industries
67.8225,May-21,May-21,K02000001,United Kingdom,H,H : Transportation and storage
79.0314,May-21,May-21,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
181.841,May-21,May-21,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
100.5088,Apr-21,Apr-21,K02000001,United Kingdom,S,S : Other Service Activities
83.8614,Apr-21,Apr-21,K02000001,United Kingdom,N,N : Administrative and support service activities
109.1619,Apr-21,Apr-21,K02000001,United Kingdom,K,K : Financial and insurance activities
92.2947,Apr-21,Apr-21,K02000001,United Kingdom,P,P : Education
65.0334,Apr-21,Apr-21,K02000001,United Kingdom,I,I : Accommodation and food service activities
110.6166,Apr-21,Apr-21,K02000001,United Kingdom,B,B : Mining and quarrying
92.1396,Apr-21,Apr-21,K02000001,United Kingdom,G--T,G-T : Index of Services
95.6972,Apr-21,Apr-21,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
87.5036,Apr-21,Apr-21,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
88.228,Apr-21,Apr-21,K02000001,United Kingdom,J,J : Information and communication
103.1594,Apr-21,Apr-21,K02000001,United Kingdom,C,C : Manufacturing
72.3236,Apr-21,Apr-21,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
80.4973,Apr-21,Apr-21,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
95.6467,Apr-21,Apr-21,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
90.111,Apr-21,Apr-21,K02000001,United Kingdom,O--T,O-T : Government and Other Services
97.7753,Apr-21,Apr-21,K02000001,United Kingdom,L,L : Real estate activities
180.4221,Apr-21,Apr-21,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
94.4617,Apr-21,Apr-21,K02000001,United Kingdom,A--T,A-T : Monthly GDP
98.897,Apr-21,Apr-21,K02000001,United Kingdom,A,A : Agriculture
97.0767,Apr-21,Apr-21,K02000001,United Kingdom,F,F : Construction
104.1586,Apr-21,Apr-21,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
101.517,Apr-21,Apr-21,K02000001,United Kingdom,T,T : Activities of Households as employers
89.4216,Apr-21,Apr-21,K02000001,United Kingdom,Q,Q : Human health and social work activities
67.365,Apr-21,Apr-21,K02000001,United Kingdom,H,H : Transportation and storage
90.5533,Apr-21,Apr-21,K02000001,United Kingdom,O,O : Public administration and defence
108.9807,Apr-21,Apr-21,K02000001,United Kingdom,B--E,B-E : Production Industries
97.0844,Apr-21,Apr-21,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
88.5879,Mar-21,Mar-21,K02000001,United Kingdom,G--T,G-T : Index of Services
96.0386,Mar-21,Mar-21,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
109.6417,Mar-21,Mar-21,K02000001,United Kingdom,K,K : Financial and insurance activities
90.4586,Mar-21,Mar-21,K02000001,United Kingdom,O,O : Public administration and defence
98.1648,Mar-21,Mar-21,K02000001,United Kingdom,L,L : Real estate activities
82.4734,Mar-21,Mar-21,K02000001,United Kingdom,P,P : Education
80.7861,Mar-21,Mar-21,K02000001,United Kingdom,S,S : Other Service Activities
109.2169,Mar-21,Mar-21,K02000001,United Kingdom,B--E,B-E : Production Industries
46.1697,Mar-21,Mar-21,K02000001,United Kingdom,I,I : Accommodation and food service activities
78.0789,Mar-21,Mar-21,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
96.9412,Mar-21,Mar-21,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
85.5679,Mar-21,Mar-21,K02000001,United Kingdom,J,J : Information and communication
185.0035,Mar-21,Mar-21,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
88.3213,Mar-21,Mar-21,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
102.1295,Mar-21,Mar-21,K02000001,United Kingdom,C,C : Manufacturing
83.8663,Mar-21,Mar-21,K02000001,United Kingdom,O--T,O-T : Government and Other Services
91.5037,Mar-21,Mar-21,K02000001,United Kingdom,A--T,A-T : Monthly GDP
95.605,Mar-21,Mar-21,K02000001,United Kingdom,F,F : Construction
100.6372,Mar-21,Mar-21,K02000001,United Kingdom,A,A : Agriculture
86.0054,Mar-21,Mar-21,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
65.3221,Mar-21,Mar-21,K02000001,United Kingdom,H,H : Transportation and storage
84.4804,Mar-21,Mar-21,K02000001,United Kingdom,Q,Q : Human health and social work activities
66.0722,Mar-21,Mar-21,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
83.4042,Mar-21,Mar-21,K02000001,United Kingdom,N,N : Administrative and support service activities
87.3276,Mar-21,Mar-21,K02000001,United Kingdom,T,T : Activities of Households as employers
97.6715,Mar-21,Mar-21,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
128.898,Mar-21,Mar-21,K02000001,United Kingdom,B,B : Mining and quarrying
46.6032,Feb-21,Feb-21,K02000001,United Kingdom,I,I : Accommodation and food service activities
76.3378,Feb-21,Feb-21,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
79.6047,Feb-21,Feb-21,K02000001,United Kingdom,O--T,O-T : Government and Other Services
91.357,Feb-21,Feb-21,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
79.9465,Feb-21,Feb-21,K02000001,United Kingdom,N,N : Administrative and support service activities
94.4059,Feb-21,Feb-21,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
108.3983,Feb-21,Feb-21,K02000001,United Kingdom,K,K : Financial and insurance activities
125.1335,Feb-21,Feb-21,K02000001,United Kingdom,B,B : Mining and quarrying
63.028,Feb-21,Feb-21,K02000001,United Kingdom,H,H : Transportation and storage
